"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",1.23475429925167,0.13751378720406,8.97913092466425,2.72913863451047e-19
"2","fixed",NA,"ot1",1.71056843294878,0.196950460654766,8.68527256682702,3.77835290833323e-18
"3","fixed",NA,"ot2",0.106669890667152,0.100470006576106,1.06170880546673,0.288367900645711
"4","fixed",NA,"ot3",-0.0129831421336212,0.0525733792628333,-0.246952779442116,0.804944768889145
"5","fixed",NA,"Group1",-0.551733869607219,0.137494714910313,-4.01276419946114,6.00118530214394e-05
"6","fixed",NA,"SNR1",0.467525842413271,0.137502593000591,3.40012382465589,0.000673553437352887
"7","fixed",NA,"Condition1",0.323196642531314,0.047376844768166,6.82182707845668,8.98898302678138e-12
"8","fixed",NA,"Group1:SNR1",-0.358402794560024,0.13749696802773,-2.60662325650513,0.00914399072609424
"9","fixed",NA,"Group1:Condition1",-0.141159085729314,0.0473717817238495,-2.9798137328292,0.00288423707947161
"10","fixed",NA,"SNR1:Condition1",0.16313832787493,0.047372429880488,3.44373991974865,0.000573727308215432
"11","fixed",NA,"ot1:Group1",-0.362620961819962,0.196411971369135,-1.84622637455461,0.0648593429165543
"12","fixed",NA,"ot1:SNR1",0.835013735535029,0.196412793396061,4.25132050258686,2.12513793949152e-05
"13","fixed",NA,"ot1:Condition1",0.28658499742635,0.104522325464565,2.74185439476763,0.00610934165998754
"14","fixed",NA,"ot2:Group1",0.150622364761097,0.099781570433523,1.50952088754151,0.131165721568665
"15","fixed",NA,"ot2:SNR1",-0.136507889029707,0.099481604409586,-1.37219227454029,0.170003589754643
"16","fixed",NA,"ot2:Condition1",0.0644466369586792,0.058674168723516,1.09838176425412,0.272037821852842
"17","fixed",NA,"ot3:Group1",-0.0543678727649524,0.0508020045535545,-1.07019148639379,0.284533125710956
"18","fixed",NA,"ot3:SNR1",-0.0739793527115355,0.050968649083043,-1.45146779525196,0.146649643579365
"19","fixed",NA,"ot3:Condition1",0.0276477626867003,0.0503682909153459,0.548912067180678,0.583065796473262
"20","fixed",NA,"Group1:SNR1:Condition1",-0.147859515541086,0.0473684887742868,-3.12147419871561,0.00179948015648951
"21","fixed",NA,"ot1:Group1:SNR1",-0.0718047283981561,0.196559096293052,-0.365308600580366,0.714881059069766
"22","fixed",NA,"ot1:Group1:Condition1",-0.251389550240676,0.104327591492215,-2.40961711705416,0.0159692697022804
"23","fixed",NA,"ot1:SNR1:Condition1",0.222232228655526,0.104344621877687,2.12979092411708,0.0331888783196544
"24","fixed",NA,"ot2:Group1:SNR1",0.0196817564943827,0.099742360714416,0.197325954122299,0.843572470167639
"25","fixed",NA,"ot2:Group1:Condition1",0.0881875321020267,0.0583290997057645,1.51189599268427,0.130560323661671
"26","fixed",NA,"ot2:SNR1:Condition1",-0.0764323628515174,0.0583085330737299,-1.31082637175712,0.189916430672017
"27","fixed",NA,"ot3:Group1:SNR1",-0.00477330747473195,0.0505377697699884,-0.0944502991813176,0.924751461382979
"28","fixed",NA,"ot3:Group1:Condition1",0.0255860053876664,0.0501565758309093,0.510122650196923,0.609965537746846
"29","fixed",NA,"ot3:SNR1:Condition1",0.0577636714419367,0.0501128606501305,1.15267160350756,0.249045201077202
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-0.15832806326535,0.104395513067237,-1.51661751174476,0.129363281468319
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.0296078293138661,0.0583960408989036,-0.507017750828755,0.612142363698605
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",-0.097963387203439,0.050120565919882,-1.95455469038466,0.0506356537104488
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.58275994216974,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.479219254332279,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.754176431806971,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",-0.162595632113791,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",1.12020412453784,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",-0.313048460430195,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.942522821628874,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",0.39409096213568,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",0.1051906434841,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",0.248142468894357,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.15335447761911,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",-0.57916446360022,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",-0.257756417676511,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",1.47390121816034,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",-0.203780600398566,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",0.703839410710429,NA,NA,NA
