"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",2.10479159361985,0.128830672193147,16.337659020084,5.32588178307134e-60
"2","fixed",NA,"ot1",8.06318733708051,0.575071429907986,14.0211927036101,1.15654471051922e-44
"3","fixed",NA,"ot2",0.164865751905568,0.242546082623752,0.679729600751023,0.496675689615564
"4","fixed",NA,"ot3",-0.179975567755047,0.149262340116848,-1.20576675679985,0.227907436743552
"5","fixed",NA,"Group1",-0.705369931179291,0.128588062334859,-5.48550089620622,4.12299466462732e-08
"6","fixed",NA,"SNR1",0.676836650277218,0.12863687235484,5.26160686191271,1.42801852454239e-07
"7","fixed",NA,"Condition1",0.502656723571672,0.0608500109108499,8.26058559476848,1.44959528904102e-16
"8","fixed",NA,"Group1:SNR1",-0.416015278362189,0.128618801822566,-3.23448261426115,0.00121863339789485
"9","fixed",NA,"Group1:Condition1",-0.171633584259348,0.0606608180676371,-2.82939778471132,0.00466356944039731
"10","fixed",NA,"SNR1:Condition1",0.275444918918805,0.0607718607776815,4.53244174843438,5.83057577042742e-06
"11","fixed",NA,"ot1:Group1",-1.61651363187856,0.568328521966391,-2.84432959001512,0.00445049850716492
"12","fixed",NA,"ot1:SNR1",2.06646555354749,0.56928467442533,3.62993357520735,0.000283494164687922
"13","fixed",NA,"ot1:Condition1",1.49743810927249,0.355724325842121,4.20954655189112,2.55883718357573e-05
"14","fixed",NA,"ot2:Group1",-0.104266209743102,0.231161178825175,-0.451054153093575,0.651950519746658
"15","fixed",NA,"ot2:SNR1",-0.526275104068402,0.233462732066915,-2.25421462093385,0.0241826694269576
"16","fixed",NA,"ot2:Condition1",-0.0738206045134622,0.184489014834159,-0.400135501725243,0.689056717005557
"17","fixed",NA,"ot3:Group1",-0.164535920318608,0.143491734301939,-1.14665782749818,0.25152306654758
"18","fixed",NA,"ot3:SNR1",0.223665397226423,0.144584890291057,1.5469486249647,0.12187563449013
"19","fixed",NA,"ot3:Condition1",-0.246916175696492,0.142731340946407,-1.72993663521458,0.083641596932756
"20","fixed",NA,"Group1:SNR1:Condition1",-0.283915715908216,0.0608155834815234,-4.6684698173532,3.03451346453525e-06
"21","fixed",NA,"ot1:Group1:SNR1",-0.558666085372552,0.569065075310297,-0.981726184949807,0.326234761728981
"22","fixed",NA,"ot1:Group1:Condition1",-0.432216449018009,0.352314480368982,-1.22679161119164,0.219900924594094
"23","fixed",NA,"ot1:SNR1:Condition1",1.00975643827647,0.353931310920557,2.85297289931808,0.00433123151079639
"24","fixed",NA,"ot2:Group1:SNR1",-0.0171042992242162,0.232271401431103,-0.0736392819728593,0.941297413481817
"25","fixed",NA,"ot2:Group1:Condition1",0.122774732763415,0.181066605042468,0.678063924237265,0.497731163170494
"26","fixed",NA,"ot2:SNR1:Condition1",-0.135928509937072,0.182244646706156,-0.745857353803306,0.455753589275548
"27","fixed",NA,"ot3:Group1:SNR1",-0.0115671746142405,0.143859745746358,-0.0804059158747214,0.935914421953595
"28","fixed",NA,"ot3:Group1:Condition1",-0.164201169046861,0.141492526571744,-1.16049358241973,0.245847905112989
"29","fixed",NA,"ot3:SNR1:Condition1",-0.0497873644673181,0.141808626442203,-0.351088404961104,0.725522026461583
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-1.25561909610823,0.355545055582359,-3.53153299812202,0.000413158309014401
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.156741544210852,0.184391114132133,-0.8500493364259,0.395297657259059
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",0.0332613442161925,0.142602262195176,0.233245557988894,0.815570731102222
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.7380980599579,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.656076710733797,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.0587741870718066,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",-0.110298247988789,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",4.04364240831378,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",0.370782862064941,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.586877998179103,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",1.86425682508856,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",-0.172360981729547,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",1.52947933796441,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.01170042080662,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",-0.192453422320929,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",0.298155425370628,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",3.95629172547904,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",-0.84504092318696,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",1.21138627757516,NA,NA,NA
