"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",0.484134947233515,0.164537084538456,2.94240625808804,0.00325672369878152
"2","fixed",NA,"ot1",0.681578925969096,0.0722442980845336,9.43436290531295,3.93377505711587e-21
"3","fixed",NA,"ot2",-0.0520741699736065,0.038773851741131,-1.3430228784407,0.179264565821345
"4","fixed",NA,"ot3",-0.00409959883120858,0.0387782523937907,-0.105719019763382,0.915805289329964
"5","fixed",NA,"Group1",-0.331992459951504,0.164528628602859,-2.0178400730056,0.043607919906584
"6","fixed",NA,"SNR1",0.139991002546689,0.164525854654386,0.850875400956055,0.394838570865619
"7","fixed",NA,"Condition1",0.262333770419679,0.0338625503737928,7.74701750234106,9.40759936942418e-15
"8","fixed",NA,"Group1:SNR1",-0.21279775541822,0.164537572488652,-1.29330797944583,0.195904561965674
"9","fixed",NA,"Group1:Condition1",-0.0114352439828279,0.033857534262926,-0.33774591776311,0.735554668580402
"10","fixed",NA,"SNR1:Condition1",0.00214962857074465,0.0338512750996934,0.0635021447320346,0.949366651443724
"11","fixed",NA,"ot1:Group1",-0.120091662400636,0.0720554184741994,-1.66665692800933,0.0955826421088897
"12","fixed",NA,"ot1:SNR1",0.0878511802026182,0.0714218150241469,1.23003287123012,0.21868479578319
"13","fixed",NA,"ot1:Condition1",-0.0185576465189877,0.0630337866742686,-0.294407927844882,0.768446209675407
"14","fixed",NA,"ot2:Group1",0.0262180910472344,0.0393368070340017,0.666502774985581,0.505089790555227
"15","fixed",NA,"ot2:SNR1",0.0108529914951948,0.0385477347858581,0.281546803086763,0.778291035519346
"16","fixed",NA,"ot2:Condition1",0.0191352596790562,0.0386757026200571,0.494761785378211,0.620768282397256
"17","fixed",NA,"ot3:Group1",0.000757002509496089,0.0387054091901812,0.0195580546836881,0.984395924940193
"18","fixed",NA,"ot3:SNR1",0.0300642701726132,0.0387632034071711,0.775587865038301,0.437992367666312
"19","fixed",NA,"ot3:Condition1",-0.0396404114110505,0.038796601252305,-1.02174958969364,0.306899433883051
"20","fixed",NA,"Group1:SNR1:Condition1",-0.0778631164396529,0.0338473482400575,-2.30041998821945,0.0214244374882653
"21","fixed",NA,"ot1:Group1:SNR1",-0.251584027553547,0.0725157705661433,-3.46936984313048,0.000521680770662239
"22","fixed",NA,"ot1:Group1:Condition1",-0.0749794460368702,0.0628002862443404,-1.19393478152542,0.232503480651108
"23","fixed",NA,"ot1:SNR1:Condition1",0.229934188059911,0.0627898769464129,3.66196271185791,0.000250290296741976
"24","fixed",NA,"ot2:Group1:SNR1",0.0209132405317571,0.0394346123784711,0.530327021628707,0.595885214756036
"25","fixed",NA,"ot2:Group1:Condition1",0.0130509701198693,0.0383401074778047,0.340399935692007,0.733555367111311
"26","fixed",NA,"ot2:SNR1:Condition1",-0.052908220010741,0.0383342779645723,-1.3801804238921,0.167531099847389
"27","fixed",NA,"ot3:Group1:SNR1",0.0253128502634086,0.0386937468776542,0.654184520910971,0.512992932923079
"28","fixed",NA,"ot3:Group1:Condition1",0.00710018448074948,0.03868869523612,0.183520908043461,0.85438931511278
"29","fixed",NA,"ot3:SNR1:Condition1",-0.0524586550356713,0.0386811446523107,-1.35618155841046,0.175041408139105
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",0.0219200864043669,0.0627416048637157,0.349370827411583,0.726810931491799
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",0.0332838039536147,0.0383147740407938,0.868693729426078,0.385014672113326
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",0.00154937482445954,0.03866859469808,0.0400680406556505,0.968038881193051
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.404362125361999,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",-0.239507692902554,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.350560757287039,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",0.0533070353638189,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",0.602646916015508,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",0.993243493465659,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.982281463867885,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",0.0321957846764056,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",-0.953895744648026,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",0.0766465704683244,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.43699140669993,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",-0.196779031984771,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",0.69650677030735,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",0.294414707817895,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",-0.840578508486794,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",0.0190763017732481,NA,NA,NA
